NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,15,B3,11230.0,2.0,0.0,2.0,3373.0,1698.0,1901.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,14,B2,11230.0,2.0,0.0,2.0,3339.0,1892.0,1901.0,1,B2,1425000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,79,B1,11230.0,2.0,0.0,2.0,2003.0,2368.0,1925.0,1,B1,1700500
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,103,B3,11230.0,2.0,0.0,2.0,1390.0,1458.0,1920.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,43,B1,11230.0,2.0,0.0,2.0,2003.0,2670.0,1910.0,1,B1,1700000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,51,B3,11230.0,2.0,0.0,2.0,2504.0,1716.0,1920.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,10,B1,11230.0,2.0,0.0,2.0,2508.0,4116.0,1925.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,53,B1,11230.0,2.0,0.0,2.0,2504.0,2080.0,1925.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,53,B1,11230.0,2.0,0.0,2.0,2504.0,2080.0,1925.0,1,B1,960000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,9,B1,11230.0,2.0,0.0,2.0,2003.0,3090.0,1899.0,1,B1,1200000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,22,S2,11230.0,2.0,1.0,3.0,3460.0,2080.0,1933.0,1,S2,860000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,23,S2,11230.0,2.0,1.0,3.0,1960.0,2080.0,1933.0,1,S2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,24,S2,11230.0,2.0,1.0,3.0,1840.0,2080.0,1933.0,1,S2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,30,S2,11230.0,2.0,1.0,3.0,1757.0,1939.0,1933.0,1,S2,950000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,805,B1,11230.0,2.0,0.0,2.0,3000.0,1526.0,1930.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,897,B2,11230.0,2.0,0.0,2.0,9800.0,4014.0,1930.0,1,B2,3650000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,15,B1,11230.0,2.0,0.0,2.0,2300.0,2880.0,1960.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,25,B3,11230.0,2.0,0.0,2.0,2020.0,1801.0,1925.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,25,B2,11230.0,2.0,0.0,2.0,2958.0,2008.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,44,B2,11230.0,2.0,0.0,2.0,2150.0,2000.0,1910.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,21,B1,11230.0,2.0,0.0,2.0,1980.0,1440.0,1930.0,1,B1,990000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,33,S2,11230.0,2.0,1.0,3.0,2000.0,3000.0,1931.0,1,S2,1375000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,29,B3,11230.0,2.0,0.0,2.0,4000.0,2424.0,1920.0,1,B3,1650000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,39,B2,11230.0,2.0,0.0,2.0,3000.0,3033.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,47,B3,11230.0,2.0,0.0,2.0,4000.0,2358.0,1925.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,67,B3,11230.0,2.0,0.0,2.0,2000.0,1316.0,1930.0,1,B3,2125000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,14,B1,11230.0,2.0,0.0,2.0,2500.0,1890.0,1965.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,71,B2,11230.0,2.0,0.0,2.0,5000.0,2560.0,1920.0,1,B2,3300000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,21,B2,11230.0,2.0,0.0,2.0,3000.0,2520.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,46,S2,11230.0,2.0,1.0,3.0,3250.0,4392.0,1930.0,1,S2,1518000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,32,B1,11230.0,2.0,0.0,2.0,3750.0,3949.0,1920.0,1,B1,1999000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,18,B2,11230.0,2.0,0.0,2.0,3000.0,2976.0,1925.0,1,B2,2999000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,22,B3,11230.0,2.0,0.0,2.0,3000.0,1776.0,1925.0,1,B3,1995000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,38,B2,11230.0,2.0,0.0,2.0,3000.0,2792.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,38,B2,11230.0,2.0,0.0,2.0,3000.0,2792.0,1930.0,1,B2,2550000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,28,B2,11230.0,2.0,0.0,2.0,3615.0,1960.0,1930.0,1,B2,2810000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,69,B9,11230.0,2.0,0.0,2.0,2400.0,2080.0,1920.0,1,B9,1700000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,17,B2,11230.0,2.0,0.0,2.0,3558.0,2436.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,35,B2,11230.0,2.0,0.0,2.0,3533.0,2436.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,26,B2,11230.0,2.0,0.0,2.0,2350.0,2280.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,46,B1,11230.0,2.0,0.0,2.0,2200.0,2424.0,1930.0,1,B1,1900000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,57,B1,11230.0,2.0,0.0,2.0,2260.0,2209.0,1950.0,1,B1,10
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,45,B3,11230.0,2.0,0.0,2.0,2450.0,1748.0,1915.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,13,B1,11230.0,2.0,0.0,2.0,4640.0,3220.0,1930.0,1,B1,2960000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,15,B1,11230.0,2.0,0.0,2.0,5438.0,3220.0,1930.0,1,B1,3300000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,45,B2,11230.0,2.0,0.0,2.0,4575.0,3080.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,25,B2,11230.0,2.0,0.0,2.0,2750.0,2480.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,54,B3,11230.0,2.0,0.0,2.0,3220.0,2121.0,1925.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,81,B2,11230.0,2.0,0.0,2.0,3993.0,2952.0,1925.0,1,B2,2800000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,11,B2,11230.0,2.0,0.0,2.0,2850.0,2772.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,43,B2,11230.0,2.0,0.0,2.0,2500.0,2320.0,1915.0,1,B2,1900000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,15,S2,11230.0,2.0,1.0,3.0,2000.0,2480.0,1931.0,1,S2,1500000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,48,B1,11230.0,2.0,0.0,2.0,2850.0,2492.0,1925.0,1,B1,1400000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,4,B1,11230.0,2.0,0.0,2.0,2000.0,2810.0,1960.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,47,S2,11230.0,2.0,1.0,3.0,2800.0,3776.0,1930.0,1,S2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,54,B1,11230.0,2.0,0.0,2.0,3200.0,2496.0,1930.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,54,B2,11230.0,2.0,0.0,2.0,2860.0,2820.0,1930.0,1,B2,3800000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,32,B3,11230.0,2.0,0.0,2.0,2410.0,1508.0,1920.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,36,B3,11230.0,2.0,0.0,2.0,2000.0,1216.0,1925.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,37,B3,11230.0,2.0,0.0,2.0,2700.0,1216.0,1925.0,1,B3,1850000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,67,B2,11230.0,2.0,0.0,2.0,2500.0,2320.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,1,B3,11230.0,2.0,0.0,2.0,2000.0,1700.0,1920.0,1,B3,1320000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,21,B1,11230.0,2.0,0.0,2.0,2450.0,2816.0,1925.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,53,B3,11230.0,2.0,0.0,2.0,2200.0,2052.0,1930.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,35,B2,11230.0,2.0,0.0,2.0,2731.0,2544.0,1930.0,1,B2,1650000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,36,B2,11230.0,2.0,0.0,2.0,2740.0,2544.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,96,B2,11230.0,2.0,0.0,2.0,4520.0,6480.0,2005.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,61,B3,11230.0,2.0,0.0,2.0,2000.0,1408.0,1925.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,48,B1,11230.0,2.0,0.0,2.0,4500.0,2760.0,1930.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,74,B1,11230.0,2.0,0.0,2.0,4050.0,3890.0,1925.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,90,B2,11230.0,2.0,0.0,2.0,6300.0,3846.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,34,B1,11230.0,2.0,0.0,2.0,3000.0,2062.0,1910.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,48,B1,11230.0,2.0,0.0,2.0,2550.0,2560.0,1930.0,1,B1,1650000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,87,B2,11230.0,2.0,0.0,2.0,4000.0,6682.0,1930.0,1,B2,4580000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,82,B2,11230.0,2.0,0.0,2.0,6000.0,8968.0,2017.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,86,B2,11230.0,2.0,0.0,2.0,6000.0,8968.0,2017.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,1,A2,11230.0,1.0,0.0,1.0,4000.0,6105.0,1930.0,1,B3,4000000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,32,B2,11230.0,2.0,0.0,2.0,3390.0,2720.0,1920.0,1,B2,2600000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,84,B3,11230.0,2.0,0.0,2.0,2400.0,1696.0,1935.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,18,B1,11230.0,2.0,0.0,2.0,3600.0,2800.0,1935.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,57,B1,11230.0,2.0,0.0,2.0,5600.0,3744.0,1935.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,15,B1,11230.0,2.0,0.0,2.0,3615.0,3350.0,1925.0,1,B1,995000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,42,B2,11230.0,2.0,0.0,2.0,3073.0,2640.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,1,B2,11230.0,2.0,0.0,2.0,4000.0,2928.0,1920.0,1,B2,2300000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,50,B2,11223.0,2.0,0.0,2.0,3200.0,2980.0,1930.0,1,B2,2100000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,80,B2,11230.0,2.0,0.0,2.0,3625.0,2688.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,58,B1,11230.0,2.0,0.0,2.0,2000.0,2100.0,1920.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,7,S2,11230.0,2.0,1.0,3.0,1600.0,5000.0,1931.0,1,S2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,60,B2,11230.0,2.0,0.0,2.0,4600.0,4200.0,1935.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,30,B1,11223.0,2.0,0.0,2.0,2441.0,2800.0,1930.0,1,B1,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,30,B1,11223.0,2.0,0.0,2.0,2441.0,2800.0,1930.0,1,B1,1600000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,21,B2,11223.0,2.0,0.0,2.0,3000.0,2088.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,62,B3,11223.0,2.0,0.0,2.0,2000.0,1400.0,1930.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,35,B2,11223.0,2.0,0.0,2.0,4099.0,2600.0,1930.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,12,B2,11223.0,2.0,0.0,2.0,4280.0,2688.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,50,B3,11223.0,2.0,0.0,2.0,2500.0,1260.0,1925.0,1,B3,1160000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,57,B3,11223.0,2.0,0.0,2.0,2000.0,1400.0,1930.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,14,S2,11223.0,2.0,1.0,3.0,2000.0,3300.0,1931.0,1,S2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,22,B3,11223.0,2.0,0.0,2.0,1960.0,1184.0,1920.0,1,B3,911730
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,40,B3,11223.0,2.0,0.0,2.0,3614.0,2348.0,1915.0,1,B3,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,82,S2,11223.0,2.0,1.0,3.0,2520.0,2790.0,1930.0,1,S2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,84,S2,11223.0,2.0,1.0,3.0,6300.0,2892.0,1915.0,1,S2,2315000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,39,B3,11223.0,2.0,0.0,2.0,2307.0,1248.0,1925.0,1,B3,1650000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,48,S2,11223.0,2.0,1.0,3.0,1548.0,2196.0,1931.0,1,S2,1575000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,77,B3,11223.0,2.0,0.0,2.0,2260.0,1152.0,1920.0,1,B3,1643000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,31,B2,11223.0,2.0,0.0,2.0,3150.0,2640.0,1920.0,1,B2,3950000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,57,B3,11223.0,2.0,0.0,2.0,2800.0,1328.0,1925.0,1,B3,3400000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,9,B2,11223.0,2.0,0.0,2.0,2600.0,2800.0,1920.0,1,B2,3525000
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,15,B2,11223.0,2.0,0.0,2.0,3750.0,2800.0,1920.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,40,B2,11223.0,2.0,0.0,2.0,3108.0,2600.0,1925.0,1,B2,0
OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,24,S2,11223.0,2.0,1.0,3.0,1542.0,3230.0,1931.0,1,S2,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,25,C0,11218.0,3.0,0.0,3.0,3000.0,2490.0,1910.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,8,C0,11218.0,3.0,0.0,3.0,3300.0,3423.0,1925.0,1,C0,2200000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,33,C0,11218.0,3.0,0.0,3.0,3000.0,2548.0,1925.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,1,C0,11218.0,3.0,0.0,3.0,3000.0,2078.0,1925.0,1,C0,2100000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,91,C0,11218.0,3.0,0.0,3.0,4290.0,3696.0,1925.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,50,C0,11218.0,3.0,0.0,3.0,3000.0,3174.0,2017.0,1,C0,10
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,52,C0,11218.0,3.0,0.0,3.0,3200.0,3252.0,2017.0,1,C0,10
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,60,C0,11218.0,3.0,0.0,3.0,3000.0,2621.0,1920.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,64,C0,11218.0,3.0,0.0,3.0,3000.0,3177.0,1915.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,65,C0,11218.0,3.0,0.0,3.0,3000.0,2316.0,1915.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,52,C0,11218.0,3.0,0.0,3.0,3100.0,2631.0,1905.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,70,C0,11218.0,3.0,0.0,3.0,2520.0,4158.0,1960.0,1,C0,1350000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,15,C0,11218.0,3.0,0.0,3.0,3333.0,2271.0,1905.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,32,C0,11218.0,3.0,0.0,3.0,3000.0,2764.0,1905.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,56,C0,11218.0,3.0,0.0,3.0,3850.0,2768.0,1935.0,1,C0,1700000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,16,C0,11218.0,3.0,0.0,3.0,4218.0,2843.0,1910.0,1,C0,1635000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,43,C0,11218.0,3.0,0.0,3.0,2004.0,2160.0,1920.0,1,C0,10
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,27,C0,11230.0,3.0,0.0,3.0,2513.0,3750.0,1976.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,12,C0,11230.0,3.0,0.0,3.0,2132.0,2537.0,1960.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,16,C0,11230.0,3.0,0.0,3.0,2074.0,2537.0,1960.0,1,C0,1765000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,52,C0,11230.0,3.0,0.0,3.0,3500.0,4940.0,1925.0,1,C0,3999000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,41,C0,11230.0,3.0,0.0,3.0,4000.0,4687.0,1965.0,1,C0,2600000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,66,C0,11230.0,3.0,0.0,3.0,4000.0,4050.0,1931.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,49,C0,11230.0,3.0,0.0,3.0,2500.0,2492.0,1925.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,85,C0,11230.0,3.0,0.0,3.0,6000.0,2640.0,1940.0,1,C0,3900000
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,63,C0,11230.0,3.0,0.0,3.0,4000.0,4785.0,1978.0,1,C0,0
OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,12,C0,11223.0,3.0,0.0,3.0,2150.0,1944.0,1925.0,1,C0,1605000
OCEAN PARKWAY-NORTH,04 TAX CLASS 1 CONDOS,1C,1001,R6,11218.0,1.0,,1.0,,,2007.0,1,R6,1435000
OCEAN PARKWAY-NORTH,04 TAX CLASS 1 CONDOS,1A,1107,R3,11201.0,1.0,,1.0,,,2012.0,1,R3,0
OCEAN PARKWAY-NORTH,05 TAX CLASS 1 VACANT LAND,1B,7,V0,11230.0,0.0,0.0,0.0,3510.0,0.0,,1,V0,0
OCEAN PARKWAY-NORTH,05 TAX CLASS 1 VACANT LAND,1B,9,V0,11230.0,0.0,0.0,0.0,4182.0,0.0,,1,V0,0
OCEAN PARKWAY-NORTH,05 TAX CLASS 1 VACANT LAND,1B,11,V0,11230.0,0.0,0.0,0.0,4193.0,0.0,,1,V0,0
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,68,C3,11218.0,4.0,0.0,4.0,2629.0,3520.0,1930.0,2,C3,0
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,35,C3,11218.0,4.0,0.0,4.0,3063.0,3120.0,1930.0,2,C3,0
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,45,C3,11218.0,4.0,0.0,4.0,3500.0,3120.0,1930.0,2,C3,0
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,45,C3,11218.0,4.0,0.0,4.0,3500.0,3120.0,1930.0,2,C3,0
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,24,C3,11230.0,4.0,0.0,4.0,2968.0,3100.0,1925.0,2,C3,0
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,80,C3,11230.0,4.0,0.0,4.0,2240.0,2440.0,1911.0,2,C3,600000
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,7,C3,11230.0,4.0,0.0,4.0,2767.0,3440.0,1924.0,2,C3,1350000
OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,13,C3,11230.0,4.0,0.0,4.0,2550.0,3140.0,1926.0,2,C3,1200000
OCEAN PARKWAY-NORTH,08 RENTALS - ELEVATOR APARTMENTS,2,72,D6,11218.0,29.0,1.0,30.0,5600.0,24510.0,2021.0,2,D3,0
OCEAN PARKWAY-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,1031,R4,11223.0,1.0,,1.0,,,2011.0,2,R4,2392888
OCEAN PARKWAY-NORTH,14 RENTALS - 4-10 UNIT,2A,16,S3,11230.0,3.0,1.0,4.0,4762.0,3036.0,1910.0,2,S3,10
OCEAN PARKWAY-NORTH,14 RENTALS - 4-10 UNIT,2A,1,S9,11230.0,2.0,2.0,4.0,3063.0,5050.0,1933.0,2,S9,0
OCEAN PARKWAY-NORTH,14 RENTALS - 4-10 UNIT,2A,1,S9,11230.0,2.0,2.0,4.0,3063.0,5050.0,1933.0,2,S9,1500000
OCEAN PARKWAY-NORTH,14 RENTALS - 4-10 UNIT,2A,1,S9,11230.0,4.0,2.0,6.0,3919.0,5300.0,1997.0,2,S9,400000
OCEAN PARKWAY-NORTH,21 OFFICE BUILDINGS,4,57,O5,11230.0,0.0,1.0,1.0,1800.0,2400.0,1931.0,4,O5,1150000
OCEAN PARKWAY-NORTH,21 OFFICE BUILDINGS,4,74,O8,11230.0,1.0,1.0,2.0,6000.0,4485.0,1930.0,4,O8,4545000
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,1,K1,11218.0,0.0,7.0,7.0,4400.0,4375.0,1925.0,4,K1,2900000
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,9,K4,11218.0,1.0,2.0,3.0,2238.0,5100.0,1930.0,4,K4,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,19,K2,11218.0,0.0,1.0,1.0,2520.0,3360.0,1930.0,4,K2,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,20,K2,11218.0,0.0,1.0,1.0,2550.0,3560.0,1930.0,4,K2,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,36,K2,11218.0,0.0,4.0,4.0,5280.0,4000.0,1930.0,4,K2,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,39,K2,11218.0,0.0,2.0,2.0,2000.0,2384.0,1930.0,4,K2,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,40,K2,11218.0,0.0,2.0,2.0,2054.0,2384.0,1930.0,4,K2,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,21,K5,11218.0,0.0,1.0,1.0,16200.0,2890.0,1994.0,4,K5,3300000
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,52,K1,11230.0,0.0,8.0,8.0,5000.0,5000.0,1931.0,4,K1,0
OCEAN PARKWAY-NORTH,22 STORE BUILDINGS,4,52,K1,11230.0,0.0,8.0,8.0,5000.0,5000.0,1931.0,4,K1,0
